id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,pl_s1,ql_s1,pl_s2,ql_s2,pl_s1s2,ql_s1s2,cvr_p,cvr_q,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,phases,primary_phase,has_gen,has_load,has_cap,latitude,longitude,load_shape
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0007103479792967,0.0001780300268298,0.0053896520459114,0.001350774456727,0.0,0.0,0.0,0.0,sx3197661c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7249,-119.2091,default
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3342743c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7199,-119.2087,default
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0038655155321807,0.000968789746661,0.0002044844820976,5.1248654056528265e-05,0.0,0.0,0.0,0.0,sx3342743c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7199,-119.209,default
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m3763624,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71795416,-119.2079834,default
1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m3763618,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71802478,-119.2079437,default
1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1121282,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71805748,-119.207892,default
1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221-559681,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71808422,-119.2078498,default
1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1140526,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71823294,-119.207725,default
1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m3763620,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.7247578,-119.2072066,default
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3645812,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72513998,-119.2076813,default
1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228-1353934-4_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72397324,-119.2075219,default
1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3645812c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7248,-119.2077,default
1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0106278752205469,0.0026635972515817,0.0046321248692507,0.0011609201930943,0.0,0.0,0.0,0.0,sx3645812c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7248,-119.208,default
1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1121283,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.7180337,-119.2078418,default
1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221-559682,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71805954,-119.2077958,default
1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1140525,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71821312,-119.2076798,default
1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3645809,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71877382,-119.2071297,default
1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3645810,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72067798,-119.2068474,default
1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m3763623,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72071684,-119.2069908,default
1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3645811,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72267614,-119.2068912,default
1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193-103041,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.72269992,-119.2069742,default
1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3645811c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7223,-119.2069,default
1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0029475605941471,0.000738728476937,0.0275724405356017,0.0069103068189074,0.0,0.0,0.0,0.0,sx3645811c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7224,-119.2072,default
1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3645810c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7203,-119.2068,default
1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0156129102837082,0.0039129650883326,0.0149070899968312,0.0037360698027771,0.0,0.0,0.0,0.0,sx3645810c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7204,-119.2071,default
1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3645809c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7184,-119.2071,default
1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0124899644423427,0.0031302809100119,0.0078500356891969,0.0019674048539287,0.0,0.0,0.0,0.0,sx3645809c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7185,-119.2074,default
1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p827512,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71759148,-119.2074268,default
1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136994,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71779586,-119.207301,default
1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2785521,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71829196,-119.2069955,default
1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2785521c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7179,-119.207,default
1649,0.0,0.0,0.0,0.0,0.0,0.0,0.011456104103071,0.0028711710293689,0.0038038960041868,0.0009533464234358,0.0,0.0,0.0,0.0,sx2785521c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.718,-119.2073,default
1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3103822c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7151,-119.2047,default
1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0066563405057124,0.0016682365703336,0.0086036595513975,0.0021562808473502,0.0,0.0,0.0,0.0,sx3103822c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7151,-119.205,default
1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p827529,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.71459386,-119.2034373,default
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136668,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.71453,-119.2034513,default
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3029506,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.71391664,-119.2035486,default
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047518,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.71272542,-119.2040566,default
1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2973160,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.71291116,-119.2055224,default
1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2973160b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,False,False,46.7126,-119.2055,default
1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0013508790766577,0.0003385622485548,0.004489121267316,0.0011250799753772,0.0,0.0,0.0,0.0,sx2973160b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,True,False,46.7126,-119.2058,default
1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3029506b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,False,False,46.7136,-119.2035,default
1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0036238265043906,0.0009082166408559,0.0002661737271498,6.670943173261215e-05,0.0,0.0,0.0,0.0,sx3029506b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,True,False,46.7136,-119.2038,default
1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136670,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7148955,-119.2029972,default
1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d5956471-2_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71526136,-119.2028222,default
1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047572,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7163489,-119.2024587,default
1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047580,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7168488,-119.2024421,default
1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136672,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71689406,-119.2026152,default
1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3253995,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.71694598,-119.2028141,default
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3253995c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.7166,-119.2028,default
1668,0.0,0.0,0.0,0.0,0.0,0.0,5.2135294555557525e-05,1.3066339487769295e-05,0.0060478647388333,0.0015157381446548,0.0,0.0,0.0,0.0,sx3253995c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.7166,-119.2031,default
1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p828362,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71694624,-119.202418,default
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136671,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71703344,-119.2023964,default
1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047593,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71763148,-119.2022488,default
1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047615,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.71917326,-119.2009892,default
1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3216123,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7191977,-119.200972,default
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136996,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72039572,-119.1999101,default
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047649,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72055522,-119.1997687,default
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2973153,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72089578,-119.199706,default
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136998,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72104622,-119.1997047,default
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047669,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72200126,-119.1996966,default
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047672,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7220498,-119.1996963,default
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2822866,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7226003,-119.1996934,default
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047688,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7230659,-119.1997071,default
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047699,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72404478,-119.1997263,default
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2935554,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72519104,-119.1997118,default
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047713,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72581752,-119.1997487,default
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047720,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7272853,-119.2004329,default
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2895449,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72731116,-119.2004438,default
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1137005,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7285131,-119.2009479,default
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047724,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.72869966,-119.2010261,default
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047722,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7285426,-119.2017272,default
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2841621,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73008372,-119.2017728,default
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1137986,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73051884,-119.2014926,default
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047732,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73106098,-119.2011435,default
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047737,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73183272,-119.1999815,default
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3027157,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.734149,-119.199913,default
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2973155,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73572682,-119.1998508,default
1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3784018,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73664148,-119.1998364,default
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136028,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73733188,-119.1998217,default
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2876797,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73744336,-119.1998185,default
1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r18241,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.73814898,-119.1998289,default
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047763,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7391298,-119.1996992,default
1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1136027,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73895752,-119.1994669,default
1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d6409775-4_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73856566,-119.199167,default
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2876796,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73833938,-119.1986337,default
1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047756,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73785448,-119.1979801,default
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047755,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73780134,-119.1979084,default
1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3066812,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73785774,-119.1976458,default
1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2841622,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.7382124,-119.1965384,default
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2804254,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73721524,-119.1924312,default
1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047752,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73704108,-119.1925226,default
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047750,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.736107,-119.1930127,default
1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2708293,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73480366,-119.1901702,default
1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1047744,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73542498,-119.1942035,default
1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3178971,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.7354182,-119.1942154,default
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2879067,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.73576854,-119.1947527,default
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2879067a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7354,-119.1948,default
1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0001405134304735,3.5215977535367086e-05,0.0087294861873309,0.0021878149637973,0.0,0.0,0.0,0.0,sx2879067a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7355,-119.195,default
1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3178971a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7351,-119.1942,default
1718,0.0,0.0,0.0,0.0,0.0,0.0,0.000244589685426,6.129993992525064e-05,0.0050754101036513,0.0012720173852598,0.0,0.0,0.0,0.0,sx3178971a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7351,-119.1945,default
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2804254a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7369,-119.1924,default
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0066340885212162,0.0016626589326058,0.0022359111346101,0.0005603720286906,0.0,0.0,0.0,0.0,sx2804254a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7369,-119.1927,default
1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2841622a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7379,-119.1965,default
1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0012019632833545,0.0003012403276617,0.0041180365175834,0.0010320770038964,0.0,0.0,0.0,0.0,sx2841622a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7379,-119.1968,default
1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3066812a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7375,-119.1976,default
1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0080090820024323,0.0020072647003065,0.0008609176328852,0.0002157662502313,0.0,0.0,0.0,0.0,sx3066812a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7375,-119.1979,default
